Date,AES,LNT,AEE,AEP,AWK,ATO,CNP,CMS,ED,D,DTE,DUK,EIX,ETR,EVRG,ES,EXC,FE,NEE,NI,NRG,PNW,PPL,PEG,SRE,SO,WEC,XEL
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-02,0.010989067532759744,0.014818880558391534,0.015597769113699478,0.009388435904162051,0.005899552829986776,0.008804743207391663,0.013293389097933206,0.02139398638701917,0.0215462178585224,0.007766491622807958,0.014014217827890807,0.012188215531266033,0.0037800412364235036,0.009887376655997482,0.006719347415802268,0.014317416219084,0.0029336617880602045,0.021624277078092335,0.008901923905595188,0.011648193911526494,0.0075986751188024115,0.024877973000581033,0.019384269844475943,0.02144168751125486,0.014113805659942136,0.010643854822794285,0.004192102949287957,0.01013934926337079
2010-11-03,-0.005016739951017701,0.0008109187762541659,-0.008873180653673596,-0.0021258618790886974,0.009635845630679762,0.0006710116497044005,-0.002981789330649187,-0.008148306183566767,-0.004730575199126674,0.0011675204633705416,0.000647621801947329,0.0010946018789506073,-0.0008069076249956897,0.0013411920510455477,-0.007852640526014087,-0.00909663779883596,-0.0065822270533067995,-0.011845574255712199,0.004228079791184669,-0.004605741885641779,0.007541481299431441,-0.0054736522854326175,-0.007830121458660466,0.0018254155355403867,-0.004453630760522076,-0.00184306731380679,-0.0063457340064977386,-0.0012547396897824026
2010-11-04,0.004201886824755308,0.013780097213570652,0.023415469446076198,0.0010652703218969606,0.018256945822618942,0.019456462243057304,0.011961616722488744,0.02026341050348157,0.007723876628019211,0.015395502206418055,0.016400460321756904,0.013121898110464825,0.018304201132935294,0.009911543944432166,0.010684667741899023,0.007913852994627879,0.010307146764986674,0.0022303182502547703,0.006955647872643356,0.0133027848643692,-0.005488599768696534,0.011246679700514628,0.007140204639599412,0.010021663323286356,0.0024230376096479045,0.01424438323673205,0.008403172549198645,0.010049956378392011
2010-11-05,-0.015899755486734835,0.002932213169258402,0.003701356001015732,0.0029266379588752667,0.011002530418673162,0.0006581867719765988,-0.014183879954814738,-0.013419406223413533,0.002358592981206664,-0.0006892838689880332,-0.00573226450614972,-0.0021583842057038005,0.0103091419564878,0.0,0.000391420072021198,-0.0028264785163285566,0.0,-0.0016690788094638753,-0.005089963980394074,0.006278527901723896,0.008529405531231715,-0.002839548679956172,0.007462806367731778,-0.007215786777142186,0.0052066603224316665,0.0005201312505427325,0.008166922971767576,0.00870659696859133
2010-11-08,0.0,-0.01089611552706693,-0.009721691214114703,-0.008324821002244187,-0.0036273363050554064,-0.003288093142609805,-0.007794239162786654,-0.007072980884920588,-0.006274559463964269,-0.00942499915746553,-0.007473786506716484,-0.003245451845872549,-0.017268438225931604,-0.0025197330547932495,-0.004696507290606999,-0.0075593047572279914,0.004128958765804436,0.004458067454453207,-0.005115803153040943,-0.00737385412305569,0.0034826177762687927,-0.009492247885110383,0.0003707100748051584,-0.01544553910920532,-0.007769681781211402,-0.0038994281530598807,-0.009919335205468838,-0.003288325115420876
2010-11-09,-0.00680246310939836,-0.0029550348320787068,0.0,-0.000812349579873417,-0.011327156266096705,-0.00560880063375746,0.0030215148217587195,-0.008219238634370907,-0.0013811915381561901,-0.000464281212346096,-0.004088171680887709,-0.016259087591733223,0.0,-0.007260294560022085,-0.011010663413436705,-0.007933695360658466,0.005080021462111617,0.0022190990580932546,-0.0003671852235691553,-0.001142866426163347,0.0019830204757962377,-0.004551729535682059,-0.004072774031302795,-0.0015377928487471104,-0.038217540362510904,-0.0018266358264994453,-0.002199794505813646,-0.005360749214011751
2010-11-10,0.001712050669127052,-0.0043114297208495245,-0.005416301970455173,-0.008129799027987938,0.012684380909899318,0.006635692540987392,-0.001205087107607028,-0.008839649830508334,-0.010274534974533567,-0.002089537871153735,-0.006913012740555113,-0.009418130600157282,-0.0013314752139031993,-0.007041952708345622,-0.0007949796153976507,0.0022391323509751704,-0.00962833852172651,-0.013008651408445426,-0.00551172249568177,-0.004576696257148627,-0.006927216601545827,-0.004332104824659955,-0.011152592609075529,-0.006469737294299116,0.0060087775358939055,-0.007320151351607795,0.0027137128247625153,-0.0016580812463208305
2010-11-11,0.0,-0.007848396824375992,-0.003403886070677098,-0.0016391198305405474,0.005252262901295213,-0.004284882104118148,0.0006033141709469447,0.0005574422409266866,-0.00019973410256224344,-0.0032574869670876083,0.0021756216183770327,-0.0005596666348225421,0.014129842139904758,0.0012272739232459529,-0.010346272490959874,0.0031919627208514267,-0.00073884946493874,0.0011221048345615436,-0.004433998960150842,-0.0005745316666406763,0.004484438632927468,-0.0009671480935916632,-0.001879377681651695,-0.005891406388124909,-0.011945876002616651,0.0076374843977513596,0.0045671977008674425,0.0016608350457634202
2010-11-12,-0.0205126800330252,-0.00627403705842744,0.0003416564807736666,-0.0005473717258660526,-0.01527349177673587,-0.001324216661105826,-0.01738354403172837,-0.006128006343137815,-0.0067889224749034804,0.0004667233534250137,-0.007814078318277629,-0.004476668203369227,-0.012355571180196034,-0.015665360877330503,-0.004825141921521725,-0.004454713682715994,-0.013546557413809612,-0.009243796933478543,-0.004824339293141633,-0.011500892512954164,-0.02728182830863035,-0.01016178353056063,-0.016195783850574963,-0.012476515663261023,-0.0060443902475718625,-0.004443230153376998,-0.00488301991079676,-0.009535467717981416
2010-11-15,0.008725888279752292,0.010156303320913329,0.01024255830715659,-0.0024649403105023726,0.01469432463561371,0.006297901034711728,0.006828322051886326,0.007847268445017042,0.0013222133320425211,0.006066376876018298,0.0002185848535605217,-0.0028104727469856483,0.005323285842468772,0.004013124302111093,0.018989672372024424,0.013742812124321269,0.0029961240010654144,0.0033927271114910784,-0.0011187060853732333,0.006980608182700188,0.009179375724369443,0.008799956992614488,-0.002297308444078272,0.00947563160263476,-0.0051015936407775575,0.006300884798341233,0.004568375151176252,-0.00502281815440786
2010-11-16,-0.007785440448333403,-0.020651885922018942,-0.009801013738616637,-0.013450154504295875,-0.025162742538241356,-0.010540291186813211,-0.020962102697028695,-0.0144604471271077,-0.011176484237652717,-0.00765322028696358,-0.013342047829260628,-0.007328079418184474,-0.011384430266315637,-0.007718635467925283,-0.01467037757914158,-0.01639351212167106,-0.008712632600554437,-0.00901679381650522,-0.018854081219113694,-0.012709209830026658,-0.017686071317009056,-0.011631126980672701,-0.0118960940724947,-0.016270245384212068,-0.014790334992385912,-0.005217833892286472,-0.012127238089038928,-0.010517747844795422
2010-11-17,0.00348744255331912,0.005826697753581023,-0.0023888155461032623,-0.00612137763009335,0.004163521481792332,0.003994618404092876,-0.01196460320389614,0.004514233152414171,-0.0016441350116325193,-0.007945443239219974,-0.0031038753247941697,-0.0011359588320879466,0.0032137297285566024,0.00916770794724564,0.005231312423132239,0.0006409341412281222,0.004520251347615023,0.015069915393510769,-0.006659160104008577,0.0035107271132117646,0.001543255806900401,-0.002206376535475618,0.0019419442794201824,-0.00636141056381978,-0.00019991316923828606,-0.005769698938878354,0.002728056056235495,-0.005102066295620711
