Date,MO,ADM,BF.B,CPB,CHD,KO,CL,CAG,STZ,COST,COTY,EL,GIS,HRL,SJM,K,KMB,KHC,KR,LW,MKC,TAP,MDLZ,MNST,PEP,PM,PG,SYY,CLX,HSY,TSN,WBA,WMT
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-02,0.007883379753030662,-0.06588820003595319,0.0,0.0058009651421460084,-0.0013612523460718728,0.002430488885802884,0.010225285298986364,0.0022493571758213093,-0.006615474958963308,0.00695309729336091,0.0,0.009876528460136758,-0.006461969811224599,0.0013134139756842966,0.0012500843326122002,-0.020886833050335007,0.012546047943594596,0.0,0.024080410708155586,0.0,0.001137382903805051,-0.008815824277018769,0.0018879513773339962,-0.005050472491164082,0.0038141340407731317,0.002916474941301539,0.00628725588836665,0.007096908017843129,-0.042075042413881936,-0.004274728463622757,-0.016108305925808475,0.012922008814852948,0.008838132406371324
2010-11-03,0.007430380605360165,-0.004488611602009529,0.0,-0.002196793787430762,0.0004545216639455507,0.0014550402802044893,0.005252722934113496,-0.0008976923832586525,0.0005120944222123391,-0.00878878608763134,0.0,0.006236962117205813,-0.00460747861451094,0.0015309090399568959,-0.0023408472427183247,-0.0024151218480777947,0.0003177827775602271,0.0,0.00931638289921688,0.0,-0.0006817388529736235,0.03938985491042235,-0.008479996000287371,0.001366610421853931,-0.009118828724933192,0.014368811839551077,0.004529705565486486,0.0036910830105161274,-0.008343798778256417,0.005519533766304319,0.007203902964272535,0.020005677412794576,0.002190399327196113
2010-11-04,0.015139668202693635,0.016425045021355666,0.0,0.00908293646006264,0.0006054743378562932,0.008071067315415181,-0.0002547414505182921,-0.0031447463562566114,0.021505643027150745,0.0367324996513787,0.0,0.016058948971930942,-0.006806132825370903,0.0013090092147389765,0.009541617012860826,-0.00524481601725546,0.00015879648084959896,0.0,0.02021965060106745,0.0,0.014093989140276264,0.01528126677396724,0.006968800657185303,-0.003314413431155905,0.0023006867496531136,0.025632271684045804,0.01072948319673439,0.007355536460365242,-0.013494496512920895,-0.006708662951633304,0.0019506032924125893,0.021887561711267045,0.008195153652335474
2010-11-05,-0.001529524303914842,-0.00665362713343165,0.0,-0.0013638450076620678,-0.001361892460496339,0.002081907194670052,-0.011091343759182082,-0.0022530987152671322,0.006014730105992294,-0.0012219965655339005,0.0,0.00041531402314975985,0.0013709380156909923,0.0015263452875637906,-0.0020144478485182304,0.0002026606324498914,0.0007937674947147144,0.0,-0.004308331093179962,0.0,0.0020175430559119523,0.008428470006008881,-0.02233414130794431,0.008215926181134536,-0.004131385488345796,-0.006247869022627417,0.0,-0.003318802013084654,0.007081083379947506,-0.007572513883369769,-0.020116757272144903,-0.022531227374689267,-0.002890667768917332
2010-11-08,-0.009191943371063216,-0.005103966487205569,0.0,-0.00600902867590003,0.002423808913779135,-0.0019177611546775664,-0.0006448887452713548,0.005419977443240409,-0.001494794187542836,-0.009021325559976257,0.0,-0.004572937155203793,0.0049270007043304975,-0.004135642875947587,0.000776539710309887,0.0,-0.0033318184937499717,0.0,-0.017308106266287315,0.0,0.0024608170324034173,0.0005973127312361992,0.0012869053646820117,-0.011059402251603956,0.0004608597395103775,-0.0036395651883435187,-0.0038462977136576315,-0.02664002990697445,0.00846896764263616,-0.0006189627516667295,0.029139003613144254,-0.0014226933837584443,-0.005253056097078823
2010-11-09,-0.011209848637629194,-0.010900799530189187,0.0,-0.009343565722430891,-0.014961249727643455,0.0028816877854518363,-0.006836614842211319,-0.0071875234593754556,-0.006985945094347024,-0.009103526210074042,0.0,-0.011276427911300346,-0.014709851561841347,-0.00021883096364372356,-0.009054458812661093,-0.00770485337585658,-0.010505773392078366,0.0,0.0004400573575502609,0.0,-0.00870325059355892,-0.013325832866971421,-0.01606644494952758,-0.018049872396241784,0.002917827134809148,-0.010960213005083874,0.0009267944697866071,-0.01505321527638892,-0.005545767324709128,-0.006190874211254083,-0.03281841547950226,0.004274369193225214,0.0025495835537601153
2010-11-10,-0.014464587379741323,-0.002268837816499558,0.0,-0.03328686080950094,0.02155049526438302,-0.0014365728858973803,-0.0006495468580222097,0.001809771587568676,-0.0005024185310686935,0.003581504353669107,0.0,-0.0074627353912920524,-0.0019350940997211463,0.002841922228735916,-0.0066159195665734805,-0.001225692168797754,-0.004826151164250891,0.0,0.0066637298927563204,0.0,-0.004052449392221491,-0.010078644570326145,-0.003919296734346767,-0.009390558063563481,-0.000765433677121008,0.000839465767494163,-0.00370318414357107,0.00277903074581598,0.0038242738568705636,-0.004982931210561037,0.01596770106244283,0.001283404808683608,-0.009809441755478376
2010-11-11,0.0007935329901049837,-0.003249285832023552,0.0,-0.010043047042421205,-0.011382845127274943,0.003996735646806693,-0.0024691882101569584,0.0009034472613151934,0.01357448255807392,0.01396439654042081,0.0,0.0197187231681204,0.013573113358619437,-0.0010898281131933585,0.0004755522388197875,0.007569442993446085,0.004688090935594635,0.0,-0.000441379900226746,0.0,-0.0047467625139415714,0.003869113584444417,-0.0013113776463357096,0.005445753492923533,-0.005364416419751605,0.0035232113755669925,-0.0032522999308940426,-0.008659609097486087,0.004285547315298732,0.0012519461358300177,-0.017681610871254638,0.002848032985332427,-0.0031185263555740805
2010-11-12,-0.015061601323891116,-0.01466757967560084,0.0,0.0005795282236549237,0.007522306593085837,0.0019109562944679137,-0.0022150838747648782,-0.006769150452217376,-0.015376845185433252,-0.002295296408435843,0.0,-0.001391051256716458,-0.006832320455934848,-0.0030553443032143024,-0.003170004613665456,-0.006091586164769014,-0.0020920404146625993,0.0,0.015010950233968812,0.0,-0.008403286879551053,-0.0056795848724006115,0.00525298435459276,0.006018077073489669,-0.004005829128501781,-0.003009146312958455,-0.00046616486608641594,0.0024457227438039464,0.003951358356158341,-0.008962083508309293,-0.0006666486406001759,-0.01079209280979565,-0.0038645814215153562
