Date,APD,ALB,AMCR,AVY,BLL,CE,CF,CTVA,DOW,DD,EMN,ECL,FMC,FCX,IP,IFF,LIN,LYB,MLM,NEM,NUE,PKG,PPG,SEE,SHW,MOS,VMC,WRK
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-02,0.016598208477475174,0.011157274967680042,0.0,0.01424590686365379,0.01789104981612799,0.019777230303269944,0.007085133740195815,0.0,0.0,0.01618599401169707,0.006441559651852113,0.002027468091020612,0.02028600096370714,0.014754388037579336,-0.009166924682350808,0.007156868754980783,0.010619506741486484,0.024230751905260473,0.03027698638177201,-0.021884891212852642,0.014136067126143237,0.009700674228183992,0.012651838906259316,0.013014956230864128,0.0008295873878136906,-0.0070562205361691666,0.09290715003223782,0.0
2010-11-03,-0.010421713546826972,0.004729141291443639,0.0,0.0019276934222349773,0.002644273080519177,0.0038241105169900536,-0.017914221471284852,0.0,0.0,0.00541545817991218,-0.0015060084648734762,0.0014164950980180002,-0.002668934298469705,-0.00583639416185644,0.012469851603612359,0.0011845658766640454,-0.0007580374384107413,0.012017139002073796,-0.004958292992709112,-0.013023807242675378,-0.0051624436437238685,-0.003602483773643139,0.0032200543389386826,-0.00728056081455386,-0.0031775670918773313,-0.01922780751042108,-0.01043521777911638,0.0
2010-11-04,0.016381903344883098,0.03510475525889567,0.0,0.03875774977276403,0.019702543788620686,0.04299318050904555,0.009411589771953777,0.0,0.0,0.03834004666747837,0.01432913199783692,0.0010101650899614345,0.02006948958825605,0.07003791337869991,0.04012717928108667,0.05165633796589697,0.0005418660679166187,0.017068177320240796,0.04095721647366468,0.04077150408970409,0.022314564731854336,0.02892694122249173,0.01591925329573285,0.019413395884881668,0.0095632070846432,0.009234201854310564,0.06327155917390215,0.0
2010-11-05,-0.0024175287584172755,0.006063199834164923,0.0,0.0052926466345621925,0.0050202576864704085,0.01930613787965596,0.010561981009438837,0.0,0.0,-0.00823906185880785,-0.012143788125768773,0.0022204672951402493,0.008394909248768734,0.009144317565784599,0.009931140332506194,-0.002062311481029755,0.007043105698797625,0.034293896764371556,0.015294727553809118,0.0016255587509841352,0.025380555976199926,0.012495342451111613,0.0068247018728619935,-0.0016923021284850348,0.0059032855204712575,-0.0036598719320966033,0.02539893275172611,0.0
2010-11-08,0.006462240546066367,-0.004143207018216355,0.0,-0.014740722963482611,-0.007720200966579549,-0.00511923844612816,0.018780107046178163,0.0,0.0,-0.004615845388738604,0.00037617163033409895,0.0004028504545929845,0.0019510244938165666,0.004196806355110327,0.0022696477359014366,0.007326918114684,0.007316619912925537,0.017636828390803272,0.024264394058568506,0.016390733808226532,-0.002970089904056228,-0.007327417014599491,0.006618140063254341,-0.002967638712507048,-0.0016374294107890375,0.0022607078751537557,0.024534010133612894,0.0
2010-11-09,-0.018689996438679635,-0.007185845847008765,0.0,-0.011221500102729265,-0.0010680274746013296,-0.04913806113774133,0.0032863145603525545,0.0,0.0,-0.016692063847016936,-0.01203774229293686,-0.01711282309094042,-0.01129440728683151,-0.024980659746298817,-0.028679722740265978,-0.013800988932773928,-0.017090376992066614,-0.014211336204722147,0.0010103637961764722,-0.03384956894062774,-0.008937854140546264,-0.01748266177793778,-0.010494330941726915,-0.011054370302509553,0.0,0.01776121723782853,-0.03016347132697339,0.0
2010-11-10,-0.0036220818059868876,0.009523351253526435,0.0,0.0013512291803390308,0.003207103882313156,0.014610513417482318,-0.004972706567021756,0.0,0.0,-0.003772640486950918,-0.0049494812946402345,0.005735262964164711,0.006958907193636232,0.016366095654917867,0.00854723797939716,0.00850971797070077,0.011627970254459497,-0.003516086749546621,-0.006393257376008932,0.029747013435968084,0.014529350462070045,0.003558829531085994,-0.0030667033096463125,-0.014617065804498508,0.005741570781044203,-0.002493322906490736,-0.007359942298036826,0.0
2010-11-11,0.0025796088150298324,-0.0007544481692083327,0.0,0.0010790778359304198,0.0009133668825525021,0.007466762248877767,0.02974366156314212,0.0,0.0,0.003786927201833823,0.011479436084058214,0.007943010116108429,0.005998460181595,0.03527268127790517,0.01540813303823585,0.000375290929312877,-0.0029007798307093546,-0.0017641306949814917,-0.006659559743947274,0.011394676834206363,0.0034566890532008454,0.00748580439799551,0.0011538348847912605,-0.00479991051571893,0.0032619684794870096,0.025548586534712925,-0.004305169255234609,0.0
2010-11-12,-0.01742888827092981,-0.018882029968710246,0.0,-0.017789596200111113,-0.013231667270996339,-0.027792613352064288,-0.06340522512782087,0.0,0.0,-0.016032765118060177,-0.024085878808399852,-0.012325749776379458,-0.025146028188912872,-0.03786682767754446,-0.02147045639391243,-0.016682709501736892,-0.013358587280076883,-0.03146005162854992,-0.02090928372315526,-0.023325709144260354,-0.014271680017957977,-0.017598402196979168,-0.017027645835288263,-0.012713739267019353,-0.010160971397850882,-0.056322930672960236,-0.02330021566680729,0.0
